ID,Timestamp,Route,Next stop,Destination,Bearing,Longitude,Latitude
4950,2020-07-02T05:38:37.000-04:00,M34A-SBS,9 AV/W 40 ST,SELECT BUS WATERSIDE via 34 ST via 2 AV,234.16235,-73.993777,40.756849
4950,2020-07-02T05:39:07.000-04:00,M34A-SBS,W 34 ST/9 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,233.42697,-73.993912,40.756666
4950,2020-07-02T05:39:37.000-04:00,M34A-SBS,W 34 ST/9 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,233.42697,-73.994914,40.755289
4950,2020-07-02T05:40:38.000-04:00,M34A-SBS,W 34 ST/8 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,336.9734,-73.995005,40.752833
4950,2020-07-02T05:41:09.000-04:00,M34A-SBS,W 34 ST/8 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,337.18668,-73.994282,40.752528
4950,2020-07-02T05:41:40.000-04:00,M34A-SBS,W 34 ST/8 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,337.18668,-73.994122,40.752461
4950,2020-07-02T05:42:41.000-04:00,M34A-SBS,W 34 ST/7 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,337.89056,-73.991636,40.751408
4950,2020-07-02T05:43:12.000-04:00,M34A-SBS,W 34 ST/7 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,338.19858,-73.991271,40.751261
4950,2020-07-02T05:44:13.000-04:00,M34A-SBS,W 34 ST/BROADWAY,SELECT BUS WATERSIDE via 34 ST via 2 AV,337.45694,-73.989216,40.750385
4950,2020-07-02T05:48:47.000-04:00,M34A-SBS,E 34 ST/3 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,336.2716,-73.977689,40.745537
4950,2020-07-02T05:49:49.000-04:00,M34A-SBS,2 AV/E 28 ST,SELECT BUS WATERSIDE via 34 ST via 2 AV,234.05789,-73.976155,40.744429
4950,2020-07-02T05:50:20.000-04:00,M34A-SBS,2 AV/E 28 ST,SELECT BUS WATERSIDE via 34 ST via 2 AV,234.19666,-73.97639,40.744101
4950,2020-07-02T05:50:50.000-04:00,M34A-SBS,2 AV/E 28 ST,SELECT BUS WATERSIDE via 34 ST via 2 AV,234.02762,-73.977719,40.742265
4950,2020-07-02T05:51:51.000-04:00,M34A-SBS,E 23 ST/2 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,237.38075,-73.980485,40.738471
4950,2020-07-02T05:52:21.000-04:00,M34A-SBS,E 23 ST/1 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,337.47098,-73.980286,40.73764
4950,2020-07-02T05:52:52.000-04:00,M34A-SBS,E 23 ST/1 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,335.87158,-73.979026,40.737101
4950,2020-07-02T05:53:23.000-04:00,M34A-SBS,E 23 ST/1 AV,SELECT BUS WATERSIDE via 34 ST via 2 AV,336.05273,-73.97821,40.736737
4950,2020-07-02T05:56:26.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,58.570435,-73.974381,40.736876
4950,2020-07-02T05:56:56.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,60.25512,-73.974401,40.736841
4950,2020-07-02T05:57:57.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,60.25512,-73.974401,40.736841
4950,2020-07-02T05:58:28.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,60.25512,-73.974401,40.736841
4950,2020-07-02T05:58:58.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,60.25512,-73.974401,40.736841
4950,2020-07-02T06:00:00.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,60.25512,-73.974401,40.736841
4950,2020-07-02T06:00:30.000-04:00,M34A-SBS,WATERSIDE/WATERSIDE,SELECT BUS WATERSIDE via 34 ST via 2 AV,60.25512,-73.974401,40.736841
