ID,Timestamp,Route,Next stop,Destination,Bearing,Longitude,Latitude
4958,2020-06-29T05:02:39.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:03:40.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:04:10.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:05:11.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:05:42.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:06:13.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:07:14.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:07:44.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:08:45.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:09:16.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:09:47.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:10:48.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:11:19.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005767,40.744378
4958,2020-06-29T05:12:20.000-04:00,M14D-SBS,9 AV/W 18 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,337.35086,-74.003775,40.74354
4958,2020-06-29T05:12:50.000-04:00,M14D-SBS,W 14 ST/HUDSON ST,SELECT BUS LES DELANCEY-FDR via 14 ST,233.54907,-74.003853,40.743013
4958,2020-06-29T05:13:51.000-04:00,M14D-SBS,W 14 ST/HUDSON ST,SELECT BUS LES DELANCEY-FDR via 14 ST,247.75098,-74.005137,40.74094
4958,2020-06-29T05:14:21.000-04:00,M14D-SBS,W 14 ST/7 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.0288,-74.002011,40.739526
4958,2020-06-29T05:15:22.000-04:00,M14D-SBS,W 14 ST/6 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.332,-73.999113,40.738301
4958,2020-06-29T05:15:52.000-04:00,M14D-SBS,W 14 ST/6 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.38013,-73.997102,40.737462
4958,2020-06-29T05:16:54.000-04:00,M14D-SBS,E 14 ST/UNIVERSITY PL,SELECT BUS LES DELANCEY-FDR via 14 ST,337.74323,-73.992344,40.73547
4958,2020-06-29T05:17:24.000-04:00,M14D-SBS,E 14 ST/UNIVERSITY PL,SELECT BUS LES DELANCEY-FDR via 14 ST,337.70636,-73.991889,40.735284
4958,2020-06-29T05:17:55.000-04:00,M14D-SBS,E 14 ST/IRVING PL,SELECT BUS LES DELANCEY-FDR via 14 ST,336.37064,-73.991359,40.735058
4960,2020-06-29T05:18:04.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:18:56.000-04:00,M14D-SBS,E 14 ST/2 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.19318,-73.986577,40.733029
4960,2020-06-29T05:19:05.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:19:27.000-04:00,M14D-SBS,E 14 ST/2 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.19318,-73.984588,40.732193
4960,2020-06-29T05:19:35.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:20:28.000-04:00,M14D-SBS,E 14 ST/1 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.0483,-73.982792,40.731432
4960,2020-06-29T05:20:37.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:20:59.000-04:00,M14D-SBS,E 14 ST/AV A,SELECT BUS LES DELANCEY-FDR via 14 ST,336.78354,-73.981972,40.731082
4960,2020-06-29T05:21:08.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:21:30.000-04:00,M14D-SBS,E 14 ST/AV A,SELECT BUS LES DELANCEY-FDR via 14 ST,337.16635,-73.980636,40.730519
4960,2020-06-29T05:21:38.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:22:31.000-04:00,M14D-SBS,E 14 ST/AV C,SELECT BUS LES DELANCEY-FDR via 14 ST,337.3532,-73.977168,40.729057
4960,2020-06-29T05:22:38.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:23:02.000-04:00,M14D-SBS,AV C/E 12 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,235.12466,-73.976215,40.72769
4960,2020-06-29T05:23:09.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:24:03.000-04:00,M14D-SBS,E 10 ST/AV D,SELECT BUS LES DELANCEY-FDR via 14 ST,232.52382,-73.977136,40.726401
4960,2020-06-29T05:24:09.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:24:33.000-04:00,M14D-SBS,E 10 ST/AV D,SELECT BUS LES DELANCEY-FDR via 14 ST,336.794,-73.975327,40.724944
4960,2020-06-29T05:24:40.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:25:04.000-04:00,M14D-SBS,AV D/E 6 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,336.86053,-73.975224,40.7249
4960,2020-06-29T05:25:11.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:26:05.000-04:00,M14D-SBS,AV D/E 4 ST,SELECT BUS LES DELANCEY-FDR via 14 ST,235.1755,-73.977695,40.721399
4960,2020-06-29T05:26:12.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:26:36.000-04:00,M14D-SBS,E HOUSTON ST/MANGIN ST,SELECT BUS LES DELANCEY-FDR via 14 ST,336.8783,-73.978043,40.71955
4960,2020-06-29T05:26:43.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:27:37.000-04:00,M14D-SBS,F. D. R. DRIVE/555 FDR DR,SELECT BUS LES DELANCEY-FDR via 14 ST,347.52954,-73.975543,40.718862
4960,2020-06-29T05:27:44.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:28:38.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,164.74489,-73.9779,40.71564
4960,2020-06-29T05:28:15.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:29:09.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980142,40.716315
4960,2020-06-29T05:29:15.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:29:39.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980251,40.716348
4960,2020-06-29T05:29:46.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:30:41.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980251,40.716348
4960,2020-06-29T05:30:47.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:31:11.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980251,40.716348
4960,2020-06-29T05:31:18.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:31:11.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980251,40.716348
4960,2020-06-29T05:31:48.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:31:11.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980251,40.716348
4960,2020-06-29T05:32:50.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4958,2020-06-29T05:31:11.000-04:00,M14D-SBS,DELANCY ST/COLUMBIA ST,SELECT BUS LES DELANCEY-FDR via 14 ST,163.0725,-73.980251,40.716348
4960,2020-06-29T05:33:20.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4960,2020-06-29T05:34:22.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
4960,2020-06-29T05:34:52.000-04:00,M14D-SBS,W 18 ST / 10 AV,SELECT BUS LES DELANCEY-FDR via 14 ST,337.00815,-74.005867,40.74442
