ID,Timestamp,Route,Next stop,Destination,Bearing,Longitude,Latitude
13,2020-06-28T13:53:38.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:54:39.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:55:09.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:55:40.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:56:41.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:57:12.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:57:42.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:58:44.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:59:15.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T13:59:45.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T14:00:47.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T14:01:17.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T14:01:48.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T14:02:49.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T14:03:19.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
13,2020-06-28T14:03:50.000-04:00,M42,W 42 ST/12 AV,EAST SIDE U N-1 AV CROSSTOWN,342.25534,-74.001235,40.762022
