route_id,trip_id,service_id,trip_headsign,direction_id,shape_id,drt_advance_book_min,peak_offpeak
SIM1C,YU_F0-Saturday-126000_SIM1_22,YU_F0-Saturday,MIDTOWN via CHURCH ST via 6 AV,0,SIM1C0085,0.0,0
S44,YU_F0-Saturday-126100_S4494_15,YU_F0-Saturday,S I MALL YUKON AV,1,S440226,0.0,0
S59,YU_F0-Saturday-126500_S59_9,YU_F0-Saturday,PORT RICHMOND,0,S590567,0.0,0
S79+,YU_F0-Saturday-126500_SBS79_38,YU_F0-Saturday,SELECT BUS BAY RIDGE 86 ST STATION,0,SBS790364,0.0,0
S79+,YU_F0-Saturday-127200_SBS79_37,YU_F0-Saturday,SELECT BUS SI MALL via HYLAN,1,SBS790376,0.0,0
S62,YU_F0-Saturday-127500_S6292_19,YU_F0-Saturday,ST GEORGE FERRY via VICTORY,0,S620548,0.0,0
SIM1C,YU_F0-Saturday-127500_SIM1_20,YU_F0-Saturday,ELTNGVLLE TRANS CTR  via HYLAN via RICH,1,SIM1C0087,0.0,0
S44,YU_F0-Saturday-128000_S4494_13,YU_F0-Saturday,ST GEORGE FERRY,0,S440225,0.0,0
S59,YU_F0-Saturday-128000_S59_13,YU_F0-Saturday,HYLAN BL,1,S590580,0.0,0
S79+,YU_F0-Saturday-128000_SBS79_31,YU_F0-Saturday,SELECT BUS BAY RIDGE 86 ST STATION,0,SBS790364,0.0,0
