service_id,date,exception_type
OH_F0-Weekday-BM,20200422,1
OH_F0-Weekday-BM,20200423,1
OH_F0-Weekday-BM,20200426,1
OH_F0-Weekday-BM,20200427,1
OH_F0-Weekday-BM,20200428,1
OH_F0-Weekday-BM,20200429,1
OH_F0-Weekday-BM,20200430,1
OH_F0-Weekday-BM,20200503,1
OH_F0-Weekday-BM,20200504,1
OH_F0-Weekday-BM,20200505,1
OH_F0-Weekday-BM,20200506,1
OH_F0-Weekday-BM,20200507,1
OH_F0-Weekday-BM,20200510,1
OH_F0-Weekday-BM,20200511,1
OH_F0-Weekday-BM,20200512,1
OH_F0-Weekday-BM,20200513,1
OH_F0-Weekday-BM,20200514,1
OH_F0-Weekday-BM,20200517,1
OH_F0-Weekday-BM,20200518,1
OH_F0-Weekday-BM,20200519,1
OH_F0-Weekday-BM,20200520,1
OH_F0-Weekday-BM,20200521,1
OH_F0-Weekday-BM,20200524,1
OH_F0-Weekday-BM,20200525,1
OH_F0-Weekday-BM,20200526,1
OH_F0-Weekday-BM,20200527,1
OH_F0-Weekday-BM,20200528,1
OH_F0-Weekday-BM,20200531,1
OH_F0-Weekday-BM,20200601,1
OH_F0-Weekday-BM,20200602,1
OH_F0-Weekday-BM,20200603,1
OH_F0-Weekday-BM,20200604,1
OH_F0-Weekday-BM,20200607,1
OH_F0-Weekday-BM,20200608,1
OH_F0-Weekday-BM,20200609,1
OH_F0-Weekday-BM,20200610,1
OH_F0-Weekday-BM,20200611,1
OH_F0-Weekday-BM,20200614,1
OH_F0-Weekday-BM,20200615,1
OH_F0-Weekday-BM,20200616,1
OH_F0-Weekday-BM,20200617,1
OH_F0-Weekday-BM,20200618,1
OH_F0-Weekday-BM,20200621,1
OH_F0-Weekday-BM,20200622,1
OH_F0-Weekday-BM,20200623,1
OH_F0-Weekday-BM,20200624,1
OH_F0-Weekday-BM,20200625,1
