ID,Make,Model,Year,Depot
543,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
544,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
545,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
546,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
547,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
548,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
549,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
550,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
551,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
552,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
553,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
554,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
555,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
556,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
557,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
558,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
559,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
560,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
561,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
562,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
563,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
564,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
565,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
566,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
567,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
568,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
569,New Flyer Industries,C40LF CNG Low Floor,2011,College Point Depot (MTA Bus)
590,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
591,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
592,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
593,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
594,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
595,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
596,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
597,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
598,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
599,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
600,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
602,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
603,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
604,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
605,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
606,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
607,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
608,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
609,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
610,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
611,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
612,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
613,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
614,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
615,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
616,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
617,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
618,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
619,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
620,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
621,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
622,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
623,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
624,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
625,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
626,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
627,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
628,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
629,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
630,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
631,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
632,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
633,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
634,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
635,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
636,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
637,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
638,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
639,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
640,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
641,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
642,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
643,New Flyer Industries,C40LF CNG Low Floor,2012,College Point Depot (MTA Bus)
644,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
645,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
646,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
647,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
648,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
649,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
650,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
651,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
652,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
653,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
654,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
655,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
656,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
657,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
658,New Flyer Industries,C40LF CNG Low Floor,2013,College Point Depot (MTA Bus)
2204,Motor Coach Industries,D4500 Commuter Coach,2001,College Point Depot (MTA Bus)
2209,Motor Coach Industries,D4500 Commuter Coach,2001,College Point Depot (MTA Bus)
2823,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2824,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2843,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2848,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2850,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2852,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2856,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2858,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2859,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2861,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2862,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2871,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2878,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2895,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2897,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2905,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2906,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2907,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
2910,Motor Coach Industries,D4500 Commuter Coach,2002,College Point Depot (MTA Bus)
3000,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3001,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3002,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3003,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3004,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3005,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3006,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3007,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3008,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3009,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3010,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3011,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3012,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3013,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3014,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3015,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3016,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3017,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3018,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3019,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3020,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3021,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3022,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3023,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3024,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3025,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3026,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3027,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3028,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3029,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3030,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3031,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3032,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3033,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3034,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3035,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3036,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3037,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3038,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3039,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3040,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3041,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3042,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3043,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3044,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3045,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3046,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3047,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3048,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3049,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3050,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3051,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3052,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3053,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3054,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3055,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3056,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3057,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3058,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3059,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3060,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3061,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3062,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3119,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3120,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3121,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3122,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3124,Motor Coach Industries,D4500CL Commuter Coach,2005,College Point Depot (MTA Bus)
3125,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3126,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3127,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3128,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3129,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3130,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3131,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3133,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3134,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3135,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3136,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3153,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3160,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3161,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3162,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3163,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3164,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3165,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3166,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3167,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3168,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3169,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3171,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3173,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3174,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3177,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3181,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3188,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3189,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3190,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3191,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3192,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3193,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3194,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3195,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3196,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3197,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3198,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3199,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3200,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3204,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3205,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3206,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3207,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3208,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3209,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3210,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3211,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3212,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3213,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3214,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3215,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3216,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3217,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3219,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3220,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3225,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3226,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3227,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3244,Motor Coach Industries,D4500CL Commuter Coach,2006,College Point Depot (MTA Bus)
3386,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3387,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3388,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3390,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3391,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3392,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3458,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3459,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3460,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3461,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3462,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3463,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3464,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3465,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3466,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3467,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3468,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3469,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3470,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3471,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
3472,Motor Coach Industries,D4500CL Commuter Coach,2007,College Point Depot (MTA Bus)
6491,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6496,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6498,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6499,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6500,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6505,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6508,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6510,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2004,East New York Bus Depot (New York City Transit)
6589,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6596,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6602,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6607,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6608,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6609,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6610,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6611,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6615,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6617,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6619,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6620,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6621,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6622,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6623,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6627,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6628,Daimler Buses,Orion VII 2nd Generation Hybrid Low Floor,2005,East New York Bus Depot (New York City Transit)
6790,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6791,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6792,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6793,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6794,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6795,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6796,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6797,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6798,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6799,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6800,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6801,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2006,East New York Bus Depot (New York City Transit)
6802,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6804,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6805,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6806,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6807,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6808,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6809,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
6810,Daimler Buses,Orion VII 2nd Generation+ Hybrid Low Floor,2007,East New York Bus Depot (New York City Transit)
