Route,Direction,Stop 1,Stop 2,Stop 3,Stop 4,Stop 5,Stop 6,Stop 7,Stop 8,Stop 9,Stop 10,Stop 11,Stop 12,Stop 13,Stop 14,Stop 15,Stop 16,Stop 17,Stop 18,Stop 19,Stop 20,Stop 21,Stop 22,Stop 23,Stop 24,Stop 25,Stop 26,Stop 27,Stop 28,Stop 29,Stop 30,Stop 31,Stop 32,Stop 33,Stop 34,Stop 35,Stop 36,Stop 37,Stop 38,Stop 39,Stop 40,Stop 41,Stop 42,Stop 43,Stop 44,Stop 45,Stop 46,Stop 47,Stop 48,Stop 49,Stop 50,Stop 51,Stop 52,Stop 53,Stop 54,Stop 55,Stop 56,Stop 57,Stop 58,Stop 59,Stop 60,Stop 61,Stop 62,Stop 63,Stop 64,Stop 65,Stop 66,Stop 67,Stop 68,Stop 69,Stop 70,Stop 71,Stop 72,Stop 73,Stop 74,Stop 75,Stop 76,Stop 77,Stop 78,Stop 79,Stop 80,Stop 81,Stop 82,Stop 83,Stop 84,Stop 85,Stop 86,Stop 87,Stop 88,Stop 89,Stop 90,Stop 91,Stop 92,Stop 93,Stop 94,Stop 95,Stop 96,Stop 97,Stop 98,Stop 99,Stop 100,Stop 101,Stop 102,Stop 103,Stop 104,Stop 105,Stop 106,Stop 107,Stop 108,Stop 109,Stop 110,Stop 111,Stop 112,Stop 113,Stop 114,Stop 115,Stop 116,Stop 117
Q16,FORT TOTTEN via FRANCIS LEWIS,39 AV/UNION ST,UNION ST/35 AV,UNION ST/33 AV,UNION ST/BAYSIDE AV,BAYSIDE AV/PARSONS BL,BAYSIDE AV/146 ST,BAYSIDE AV/148 ST,BAYSIDE AV/150 ST,BAYSIDE AV/MURRAY LA,BAYSIDE AV/152 ST,BAYSIDE AV/154 ST,29 AV/156 ST,29 AV/158 ST,29 AV/160 ST,29 AV/162 ST,29 AV/164 ST,29 AV/167 ST,29 AV/170 ST,29 AV/FRANCIS LEWIS BL,FRANCIS LEWIS BL/28 AV,FRANCIS LEWIS BL/27 AV,FRANCIS LEWIS BL/169 ST,FRANCIS LEWIS BL/25 AV,FRANCIS LEWIS BL/24 AV,UTOPIA PY/26 AV,FRANCIS LEWIS BL/163 ST,UTOPIA PY/24 AV,UTOPIA PY/22 AV,FRANCIS LEWIS BL/WILLETS PT BL,UTOPIA PY/21 AV,WILLETS PT BL/19 AV,WILLETS PT BL/163-54 WILLETS POINT BL,UTOPIA PY/19 AV,WILLETS PT BL/17 AV,UTOPIA PY/17 AV,UTOPIA PY/16 AV,WILLETS PT BL/15 DR,WILLETS PT BL/UTOPIA PY,UTOPIA PY/WILLETS POINT BL,CROSS ISLAND PKWY/201 ST,CROSS ISLAND PKWY/GOLF COURSE,CROSS ISLAND PKWY/BAYRIDGE CONDO,CROSS ISLAND PKWY/208 PL,CROSS ISLAND PKWY / 209 ST,TOTTEN AV /CROSS ISLAND PKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,FLUSHING MAIN ST STATION,MERRICK BL/JAMAICA AV,168 ST/JAMAICA AV,168 ST/89 AV,168 ST/HILLSIDE AV,HILLSIDE AV/169 ST,HILLSIDE AV/171 ST,HILLSIDE AV/175 ST,HILLSIDE AV/178 ST,HILLSIDE AV/182 PL,HILLSIDE AV/184 ST,HILLSIDE AV/187 ST,188 ST/87 DR,188 ST/HENLEY RD,188 ST/SOHO DR,188 ST/MCLAUGHLIN AV,188 ST/AVON RD,188 ST/ABERDEEN RD,188 ST/81 AV,188 ST/UNION TP,188 ST/75 AV,188 ST/73 AV,188 ST/69 AV,188 ST/64 AV,188 ST/HORACE HARDING EP,HORACE HARDING EXP/188 ST,HORACE HARDING EXP/185 ST,HORACE HARDING EXP/183 ST,HORACE HARDING EXP/175 PL,HORACE HARDING EXP/FRESH MEADOW LA,HORACE HARDING EXP/170 ST,HORACE HARDING EXP/168 ST,HORACE HARDING EXP/164 ST,HORACE HARDING EXP/162 ST,HORACE HARDING EXP/160 ST,HORACE HARDING EXP/PARSONS BL,HORACE HARDING EXP/156 ST,KISSENA BL/HORACE HARDING EP,KISSENA BL/58 AV,KISSENA BL/ROSE AV,KISSENA BL/POPLAR AV,KISSENA BL/NEGUNDO AV,KISSENA BL/HOLLY AV,KISSENA BL/45 AV,KISSENA BL/CHERRY AV,KISSENA BL/ASH AV,KISSENA BL/MAPLE AV,KISSENA BL/SANFORD AV,39 AV/MAIN ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17,JAMAICA MERRICK BL,138 ST/37 AV,MAIN ST/ROOSEVELT AV,KISSENA BL/MAIN ST,KISSENA BL/SANFORD AV,KISSENA BL/FRANKLIN AV,KISSENA BL/BEECH AV,KISSENA BL/ELDER AV,KISSENA BL/45 AV,KISSENA BL/HOLLY AV,KISSENA BL/MULBERRY AV,KISSENA BL/OAK AV,KISSENA BL/ROSE AV,KISSENA BL/BOOTH MEMORIAL,KISSENA BL/60 AV,HORACE HARDING EXP/KISSENA BL,HORACE HARDING EXP/156 ST,HORACE HARDING EXP/PARSONS BL,HORACE HARDING EXP/160 ST,HORACE HARDING EXP/162 ST,HORACE HARDING EXP/164 ST,HORACE HARDING EXP/166 ST,HORACE HARDING EXP/168 ST,HORACE HARDING EXP/170 ST,HORACE HARDING EXP/172 ST,HORACE HARDING EXP/64 AV,HORACE HARDING EXP/UTOPIA PY,HORACE HARDING EXP/183 ST,HORACE HARDING EXP/186 ST,188 ST/HORACE HARDING EXP,188 ST/64 AV,188 ST/186 LA #1,188 ST/186 LA #2,188 ST/73 AV,188 ST/75 AV,188 ST/UNION TP,188 ST/80 RD,188 ST/PERTH RD,188 ST/MIDLAND PY,188 ST/AVON RD,188 ST/GRAND CENTRAL PY,188 ST/HENLEY RD,188 ST/WEXFORD TER,HILLSIDE AV/187 ST,HILLSIDE AV/AVON ST,HILLSIDE AV/179 ST SUBWAY,HILLSIDE AV/EDGERTON BL,HILLSIDE AV/172 ST,HILLSIDE AV/169 ST,MERRICK BL/90 AV,MERRICK BL/JAMAICA AVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2,BELMONT PARK 225 ST,165 ST/TERMINAL,165 ST/HILLSIDE AV,HILLSIDE AV/169 ST,HILLSIDE AV/171 ST,HILLSIDE AV/175 ST,HILLSIDE AV/179 ST,HILLSIDE AV/182 PL,HILLSIDE AV/184 ST,HILLSIDE AV/187 ST,187 PL/90 AV,187 PL/JAMAICA AV,HOLLIS AV/190 ST,HOLLIS AV/191 ST,HOLLIS AV/102 AV,HOLLIS AV/104 AV,HOLLIS AV/109 AV,HOLLIS AV/198 ST,HOLLIS AV/201 ST,HOLLIS AV /204 ST,HOLLIS AV/FRANCIS LEWIS BL,HOLLIS AV/208 ST,HOLLIS AV/209 PL,HOLLIS AV/212 ST,HOLLIS AV/214 ST,HOLLIS AV/216 ST,HOLLIS AV/217 LN,HOLLIS AV/217 PL,HOLLIS AV/SPRINGFIELD BL,HEMPSTEAD AV/SPRINGFIELD BL,HEMPSTEAD AV/220 ST,HEMPSTEAD AV/223 ST,HEMPSTEAD AV/225 ST,HEMPSTEAD AV/225 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2,JAMAICA 165 ST TERMINAL,HEMPSTEAD AV/225 ST,HEMPSTEAD AV/224 ST,HEMPSTEAD AV/221 ST,SPRINGFIELD BL/HEMPSTEAD AV,SPRINGFIELD BL/HOLLIS AV,HOLLIS AV/217 LA,HOLLIS AV/217 ST,HOLLIS AV/215 ST,HOLLIS AV/212 PL,HOLLIS AV/211 ST,HOLLIS AV/207 ST,HOLLIS AV/FRANCIS LEWIS BL,HOLLIS AV/205 ST,HOLLIS AV/203 ST,HOLLIS AV/201 ST,HOLLIS AV/199 ST,HOLLIS AV/197 ST,HOLLIS AV/195 ST,HOLLIS AV/104 AV,HOLLIS AV/100 AV,HOLLIS AV/99 AV,WOODHULL AV/190 ST,188 ST/JAMAICA AV,188 ST/90 AV,188 ST/89 AV,HILLSIDE AV/187 ST,HILLSIDE AV/AVON ST,HILLSIDE AV/179 ST SUBWAY,HILLSIDE AV/EDGERTON BL,HILLSIDE AV/172 ST,HILLSIDE AV/169 ST,165 ST / 165 ST TERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20A,COLLEGE PT via MAIN ST via 20 AV,MERRICK BL/ARCHER AV,ARCHER AV/165 ST,ARCHER AV/153 ST,ARCHER AV/150 ST,ARCHER AV/SUTPHIN BL,SUTPHIN BL/JAMAICA AV,SUTPHIN BL/89 AV,SUTPHIN BL/HILLSIDE AV,HILLSIDE AV/144 ST,HILLSIDE AV/139 ST,QUEENS BL/87 AV,QUEENS BL/86 AV,MAIN ST/MANTON ST,MAIN ST/84 RD,MAIN ST/COOLIDGE AV,MAIN ST/UNION TPKE,MAIN ST/78 RD,MAIN ST/77 RD,MAIN ST/76 AV,MAIN ST/73 AV,MAIN ST/72 AV,MAIN ST/71 AV,MAIN ST/JEWEL AV,MAIN ST/68 DR,MAIN ST/MELBOURNE AV,MAIN ST & 65-21 MAIN ST,MAIN ST/146 ST,MAIN ST/61 RD,MAIN ST/HORACE HARDING EXPY,MAIN ST/60 AV,MAIN ST/58 RD,MAIN ST/BOOTH MEMORIAL AV,MAIN ST/ELDER AV,MAIN ST/CHERRY AV,MAIN ST/FRANKLIN AV,MAIN ST/MAPLE AV,MAIN ST/SANFORD AV,MAIN ST/KISSENA BL,MAIN ST/39 AV,MAIN ST/38 AV,MAIN ST/NORTHERN BL,UNION ST/35 AV,UNION ST/33 AV,UNION ST/BAYSIDE AV,UNION ST/28 AV,UNION ST/26 AV,WILLETS PT BL/PARSONS BL,PARSONS BL/23 AV,PARSONS BL/21 AV,20 AV/WHITESTONE EXP,20 AV/BABIES R US,20 AV/TARGET SUPERMARKET,20 AV/WALDBAUMS,20 AV/131 ST,20 AV/127 ST,20 AV/124 ST,COLLEGE PT BL/20 AV,COLLEGE PT BL/18 AV,15 AV/COLLEGE PT BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20A,JAMAICA MERRICK BL via 20 AV via MAIN ST,COLLEGE PT BL/15 AV,20 AV/COLLEGE PT BL,20 AV/124 ST,20 AV/128 ST,20 AV/131 ST,20 AV/OPP SHOPRITE,20 AV/OPP TARGET,20 AV/POSTAL FACILITY,20 AV /WHITESTONE EXP,PARSONS BL/22 AV,PARSONS BL/WILLETS PT BL,UNION ST/25 RD,UNION ST/26 AV,UNION ST/28 AV,UNION ST/31 RD,UNION ST/33 AV,UNION ST/35 AV,UNION ST/NORTHERN BL,MAIN ST/NORTHERN BL,MAIN ST/39 AV,MAIN ST/39 AV,MAIN ST/41 AV,MAIN ST/SANFORD AV,MAIN ST/MAPLE AV,MAIN ST/BLOSSOM AV,MAIN ST/ELDER AV,MAIN ST/56 AV,MAIN ST/BOOTH MEMORIAL AV,MAIN ST/58 AV,MAIN ST/HORACE HARDING EY N,MAIN ST/62 AV,MAIN ST/63 AV,MAIN ST/63 AV,MAIN ST/GRAVETT RD,MAIN ST/MELBOURNE AV,MAIN ST/68 AV,MAIN ST/68 DR,MAIN ST/JEWEL AV,MAIN ST/70 RD,MAIN ST/72 AV,MAIN ST/73 AV,MAIN ST/76 AV,MAIN ST/77 RD,MAIN ST/78 RD,MAIN ST/UNION TP,MAIN ST/GRAND CENTRAL PKY,MAIN ST/ 82 DR,MAIN ST/139 ST,QUEENS BL/MAIN ST,QUEENS BL/86 AV,QUEENS BL/87 AV,HILLSIDE AV/139 ST,HILLSIDE AV/144 ST,SUTPHIN BL/HILLSIDE AV,SUTPHIN BL/90 AV,SUTPHIN BL/JAMAICA AV,ARCHER AV/SUTPHIN BL,ARCHER AV/149 ST,ARCHER AV/158 ST,ARCHER AV/GUY R BREWER BL,ARCHER AV/MERRICK BL,MERRICK BL/ARCHER AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20B,COLLEGE PT via MAIN ST via 14 AV,MERRICK BL/ARCHER AV,ARCHER AV/165 ST,ARCHER AV/153 ST,ARCHER AV/150 ST,ARCHER AV/SUTPHIN BL,SUTPHIN BL/JAMAICA AV,SUTPHIN BL/89 AV,SUTPHIN BL/HILLSIDE AV,HILLSIDE AV/144 ST,HILLSIDE AV/139 ST,QUEENS BL/87 AV,QUEENS BL/86 AV,MAIN ST/MANTON ST,MAIN ST/84 RD,MAIN ST/COOLIDGE AV,MAIN ST/UNION TPKE,MAIN ST/78 RD,MAIN ST/77 RD,MAIN ST/76 AV,MAIN ST/73 AV,MAIN ST/72 AV,MAIN ST/71 AV,MAIN ST/JEWEL AV,MAIN ST/68 DR,MAIN ST/MELBOURNE AV,MAIN ST & 65-21 MAIN ST,MAIN ST/146 ST,MAIN ST/61 RD,MAIN ST/HORACE HARDING EXPY,MAIN ST/60 AV,MAIN ST/58 RD,MAIN ST/BOOTH MEMORIAL AV,MAIN ST/ELDER AV,MAIN ST/CHERRY AV,MAIN ST/FRANKLIN AV,MAIN ST/MAPLE AV,MAIN ST/SANFORD AV,MAIN ST/KISSENA BL,MAIN ST/39 AV,MAIN ST/38 AV,MAIN ST/NORTHERN BL,UNION ST/35 AV,UNION ST/33 AV,UNION ST/BAYSIDE AV,UNION ST/28 AV,UNION ST/26 AV,WILLETS PT BL/PARSONS BL,PARSONS BL/23 AV,PARSONS BL/21 AV,PARSONS BL/20 AV,PARSONS BL/17 AV,PARSONS BL/14 AV,14 AV/143 ST,14 AV/142 ST,14 AV/139 ST,14 AV/136 ST,14 AV/132 ST,14 AV/130 ST,14 AV/128 ST,14 AV/124 ST,14 AV/123 ST,15 AV/COLLEGE PT BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20B,JAMAICA MERRICK BL via 14 AV via MAIN ST,15 AV/COLLEGE PT BL,15 AV/124 ST,15 AV/127 ST,14 AV/130 ST,14 AV/132 ST,14 AV/135 ST,14 AV/137 ST,14 AV/141 ST,14 AV/143 ST,PARSONS BL/14 AV,PARSONS BL/17 RD,PARSONS BL/20 AV,PARSONS BL/22 AV,PARSONS BL/WILLETS PT BL,UNION ST/25 RD,UNION ST/26 AV,UNION ST/28 AV,UNION ST/31 RD,UNION ST/33 AV,UNION ST/35 AV,UNION ST/NORTHERN BL,MAIN ST/NORTHERN BL,MAIN ST/39 AV,MAIN ST/39 AV,MAIN ST/41 AV,MAIN ST/SANFORD AV,MAIN ST/MAPLE AV,MAIN ST/BLOSSOM AV,MAIN ST/ELDER AV,MAIN ST/56 AV,MAIN ST/BOOTH MEMORIAL AV,MAIN ST/58 AV,MAIN ST/HORACE HARDING EY N,MAIN ST/62 AV,MAIN ST/63 AV,MAIN ST/63 AV,MAIN ST/GRAVETT RD,MAIN ST/MELBOURNE AV,MAIN ST/68 AV,MAIN ST/68 DR,MAIN ST/JEWEL AV,MAIN ST/70 RD,MAIN ST/72 AV,MAIN ST/73 AV,MAIN ST/76 AV,MAIN ST/77 RD,MAIN ST/78 RD,MAIN ST/UNION TP,MAIN ST/GRAND CENTRAL PKY,MAIN ST/ 82 DR,MAIN ST/139 ST,QUEENS BL/MAIN ST,QUEENS BL/86 AV,QUEENS BL/87 AV,HILLSIDE AV/139 ST,HILLSIDE AV/144 ST,SUTPHIN BL/HILLSIDE AV,SUTPHIN BL/90 AV,SUTPHIN BL/JAMAICA AV,ARCHER AV/SUTPHIN BL,ARCHER AV/149 ST,ARCHER AV/158 ST,ARCHER AV/GUY R BREWER BL,ARCHER AV/MERRICK BL,MERRICK BL/ARCHER AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26,FLUSHING MAIN ST STATION,HOLLIS CT BL/FRANCIS LEWIS BL,HOLLIS CT BL/56 AV,HOLLIS CT BL/WEEKS LA,HOLLIS CT BL/50 AV,HOLLIS CT BL/194 ST,HOLLIS CT BL/47 AV,HOLLIS CT BL/190 ST,46 AV/UTOPIA PY,46 AV/AUBURNDALE LA,46 AV/171 ST,46 AV/169 ST,46 AV/167 ST,46 AV/164 ST,46 AV/163 ST,46 AV/160 ST,46 AV/158 ST,46 AV/156 ST,46 AV/149 ST,46 AV/PARSONS BL,PARSONS BL/45 AV,PARSONS BL/CHERRY AV,PARSONS BL/BEECH AV,SANFORD AV/PARSONS BL,BOWNE ST/SANFORD AV,ROOSEVELT AV/BOWNE ST,ROOSEVELT AV /UNION ST,ROOSEVELT AV/UNION ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q26,FRESH MEADOWS HOLLIS COURT BL via 46 AV,ROOSEVELT AV /UNION ST,ROOSEVELT AV/BOWNE ST,BOWNE ST/41 AV,SANFORD AV/BOWNE ST,SANFORD AV/PARSONS BL,PARSONS BL/ASH AV,PARSONS BL/CHERRY AV,PARSONS BL/ELM AV,PARSONS BL/HAWTHORNE AV,46 AV/PARSONS BL,46 AV/156 ST,46 AV/158 ST,46 AV/160 ST,46 AV/162 ST,46 AV/164 ST,46 AV/166 ST,46 AV/168 ST,46 AV/170 ST,46 AV/AUBURNDALE LA,46 AV/UTOPIA PY,HOLLIS CT BL/190 ST,HOLLIS CT BL/47 AV,HOLLIS CT BL/48 AV,HOLLIS CT BL/195 ST,HOLLIS CT BL/53 AV,HOLLIS CT BL/56 AV,HOLLIS CT BL/199 ST,FRANCIS LEWIS BL/58 AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27,CAMBRIA HEIGHTS 120 AV,MAIN ST/39 AV,KISSENA BL/MAIN ST,KISSENA BL/SANFORD AV,KISSENA BL/FRANKLIN AV,KISSENA BL/BEECH AV,KISSENA BL/ELDER AV,KISSENA BL/45 AV,HOLLY AV/KISSENA BL,HOLLY AV/ROBINSON ST,HOLLY AV/SMART ST,HOLLY AV/PARSONS BL,46 AV/156 ST,46 AV/158 ST,46 AV/160 ST,46 AV/162 ST,46 AV/164 ST,46 AV/166 ST,46 AV/168 ST,46 AV/170 ST,46 AV/AUBURNDALE LA,46 AV/UTOPIA PY,HOLLIS CT BL/190 ST,47 AV/193 ST,47 AV/195 ST,47 AV/197 ST,47 AV/FRANCIS LEWIS BL,ROCKY HILL RD/202 ST,ROCKY HILL RD/203 ST,48 AV/206 ST,48 AV/208 ST,48 AV/211 ST,48 AV/BELL BL,48 AV/215 ST,216 ST/50 AV,216 ST/LUKE PL,LUKE PL/218 ST,56 AV/220 ST,56 AV /223 ST,SPRINGFIELD BL/58 AV,SPRINGFIELD BL/HORACE HARDING EP,SPRINGFIELD BL/HORACE HARDING EP,SPRINGFIELD BL/64 AV,SPRINGFIELD BL/67 AV,SPRINGFIELD BL/73 AV,SPRINGFIELD BL/75 AV,SPRINGFIELD BL/76 AV,SPRINGFIELD BL/77 AV,SPRINGFIELD BL/KINGSBURY AV,SPRINGFIELD BL/UNION TP,SPRINGFIELD BL/223 ST,SPRINGFIELD BL/SAWYER AV,SPRINGFIELD BL/HILLSIDE AV,SPRINGFIELD BL/89 AV,SPRINGFIELD BL/90 AV,SPRINGFIELD BL/91 AV,SPRINGFIELD BL/92 AV,SPRINGFIELD BL/93 AV,SPRINGFIELD BL/94 AV,SPRINGFIELD BL/94 DR,SPRINGFIELD BL/JAMAICA AV,SPRINGFIELD BL/AMBOY LA,SPRINGFIELD BL/99 AV,SPRINGFIELD BL/HEMPSTEAD AV,SPRINGFIELD BL/HOLLIS AV,SPRINGFIELD BL/107 AV,SPRINGFIELD BL/109 AV,SPRINGFIELD BL/111 RD,SPRINGFIELD BL/112 RD,SPRINGFIELD BL/MURDOCK AV,SPRINGFIELD BL/115 AV,SPRINGFIELD BL/116 RD,FRANCIS LEWIS BL/SPRINGFIELD BL,120 AV/FRANCIS LEWIS BL,120 AV/217 ST,SPRINGFIELD BL/119 AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27,FLUSHING MAIN ST STATION,SPRINGFIELD BL / 119 AV,SPRINGFIELD BL / 118 AV,SPRINGFIELD BL / LINDEN BL,SPRINGFIELD BL / 116 AV,SPRINGFIELD BL / 115 RD,SPRINGFIELD BL / 114 AV,SPRINGFIELD BL/MURDOCK AV,SPRINGFIELD BL/112 RD,SPRINGFIELD BL/111 RD,SPRINGFIELD BL/109 AV,SPRINGFIELD BL/107 AV,SPRINGFIELD BL/104 AV,SPRINGFIELD BL/HEMPSTEAD AV,SPRINGFIELD BL/100 AV,SPRINGFIELD BL/98 AV,SPRINGFIELD BL/JAMAICA AV,SPRINGFIELD BL/94 DR,SPRINGFIELD BL / 94 AV,SPRINGFIELD BL/93 AV,SPRINGFIELD BL/92 AV,SPRINGFIELD BL/91 AV,SPRINGFIELD BL/90 AV,SPRINGFIELD BL/89 AV,SPRINGFIELD BL/HILLSIDE AV,SPRINGFIELD BL/SAWYER AV,SPRINGFIELD BL/GRAND CENTRAL PKWY,SPRINGFIELD BL/UNION TP,SPRINGFIELD BL/KINGSBURY AV,SPRINGFIELD BL/76 AV,SPRINGFIELD BL/73 AV,SPRINGFIELD BL/69 AV,SPRINGFIELD BL/67 AV,SPRINGFIELD BL/64 AV,SPRINGFIELD BL/HORACE HARDING EXP S,SPRINGFIELD BL/HORACE HARDING EP N,SPRINGFIELD BL/58 AV,SPRINGFIELD BL/56 AV,56 AV /223 ST,LUKE PL/217 ST,216 ST/51 AV,216 ST/49 AV,48 AV/216 ST,48 AV/215 ST,48 AV/BELL BL,48 AV/212 ST,48 AV/OCEANIA ST,48 AV/207 ST,ROCKY HILL RD/CLEARVIEW EP,ROCKY HILL RD/202 ST,47 AV/FRANCIS LEWIS BL,47 AV/197 ST,47 AV/196 ST,47 AV/193 ST,HOLLIS CT BL/190 ST,46 AV/UTOPIA PY,46 AV/AUBURNDALE LA,46 AV/171 ST,46 AV/169 ST,46 AV/167 ST,46 AV/164 ST,46 AV/163 ST,46 AV/160 ST,46 AV/158 ST,46 AV/156 ST,46 AV/149 ST,46 AV/PARSONS BL,HOLLY AV/BURLING ST,HOLLY AV/BOWNE ST,KISSENA BL/HOLLY AV,KISSENA BL/45 AV,KISSENA BL/CHERRY AV,KISSENA BL/ASH AV,KISSENA BL/MAPLE AV,KISSENA BL/SANFORD AV,39 AV/MAIN ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28,BAY TERRACE BELL BL,39 AV/138 ST,UNION AV/NORTHERN BL,NORTHERN BL/BOWNE ST,NORTHERN BL/PARSONS BL,NORTHERN BL/147 ST,NORTHERN BL/149 ST,NORTHERN BL/150 ST,NORTHERN BL/MURRAY ST,NORTHERN BL/154 ST,NORTHERN BL/ROOSEVELT AV,NORTHERN BL/157 ST,NORTHERN BL/159 ST,CROCHERON AV/162 ST,CROCHERON AV/164 ST,CROCHERON AV/166 ST,CROCHERON AV/168 ST,CROCHERON AV/171 ST,CROCHERON AV/UTOPIA PY,CROCHERON AV/192 ST,FRANCIS LEWIS BL/35 AV,FRANCIS LEWIS BL/34 AV,FRANCIS LEWIS BL/33 AV,FRANCIS LEWIS BL/32 RD,32 AV/200 ST,32 AV/202 ST,32 AV/205 ST,32 AV/208 ST,32 AV/CORPORAL KENNEDY ST,CORPORAL KENNEDY ST/28 RD,CORPORAL KENNEDY ST/26 AV,CORPORAL KENNEDY ST/23 AV,18 AV/211 ST,211 ST/18 AV,211 ST/23 AV,23 AV/212 ST,213 PL/BAY TER CT,23 AV /BELL BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28,FLUSHING MAIN ST STATION,23 AV/BELL BL,211 ST/23 AV,211 ST/18 AV,18 AV/CORPORAL KENNEDY ST,CORPORAL KENNEDY ST/23 AV,CORPORAL KENNEDY ST/26 AV,CORPORAL KENNEDY ST/28 AV,CORPORAL KENNEDY ST/32 AV,32 AV/CLEARVIEW EP SR E,32 AV/CLEARVIEW EP SR W,32 AV/204 ST,32 AV/201 ST,32 AV/JORDAN ST,FRANCIS LEWIS BL/32 AV,FRANCIS LEWIS BL/33 AV,FRANCIS LEWIS BL/192 ST,FRANCIS LEWIS BL/35 AV,CROCHERON AV/192 ST,CROCHERON AV/UTOPIA PY,CROCHERON AV/171 ST,CROCHERON AV/169 ST,CROCHERON AV/168 ST,CROCHERON AV/166 ST,CROCHERON AV/164 ST,NORTHERN BL/161 ST,NORTHERN BL/159 ST,NORTHERN BL/157 ST,NORTHERN BL/154 ST,NORTHERN BL/MURRAY ST,NORTHERN BL/150 ST,NORTHERN BL/149 ST,NORTHERN BL/146 ST,NORTHERN BL/PARSONS BL,NORTHERN BL/BOWNE ST,UNION ST/NORTHERN BL,39 AV /138 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3,JAMAICA 179 ST STATION 165 ST TERMINAL,JFK AIRPORT/TERMINAL 5 AirTrain STATION,148 ST/S CARGO RD,148 ST/150 AV,N BOUNDRY R/KOREAN AIRLINE,N BOUNDRY R/FEDERAL EXPRESS,N BOUNDRY R/N HANGER RD,FARMERS BL/ROCKAWAY BL,FARMERS BL/147 AV,FARMERS BL/176 ST,FARMERS BL/145 DR,FARMERS BL/145 RD,FARMERS BL/144 AV,FARMERS BL/142 AV,FARMERS BL/140 AV,FARMERS BL/182 ST,FARMERS BL/WESTGATE ST,FARMERS BL/134 AV,FARMERS BL/BENNETT CT,FARMERS BL/MERRICK BL,FARMERS BL/122 AV,FARMERS BL/121 AV,FARMERS BL/120 AV,FARMERS BL/119 AV,FARMERS BL/118 AV,FARMERS BL/LINDEN BL,FARMERS BL/116 AV,FARMERS BL/115 RD,FARMERS BL/114 DR,FARMERS BL/113 RD,FARMERS BL/112 AV,FARMERS BL/111 AV,FARMERS BL/109 AV,FARMERS BL/105 AV,FARMERS BL/103 AV,FARMERS BL/HOLLIS AV,WOODHULL AV/190 ST,188 ST/JAMAICA AV,188 ST/90 AV,188 ST/89 AV,HILLSIDE AV/187 ST,HILLSIDE AV/AVON ST,HILLSIDE AV/179 ST SUBWAY,HILLSIDE AV/EDGERTON BL,HILLSIDE AV/172 ST,HILLSIDE AV/169 ST,165 ST / 165 ST TERM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
