route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
B26,FP_F0-Saturday-094300_B26_211,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B26,FP_F0-Saturday-094300_B26_221,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
Q58,FP_F0-Saturday-094300_Q58_851,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q54,FP_F0-Saturday-094300_Q58_857,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B7,FP_F0-Saturday-094500_B7_609,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
Q55,FP_F0-Saturday-094500_Q55_509,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
Q58,FP_F0-Saturday-094500_Q58_860,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B52,FP_F0-Saturday-094600_B52_324,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B13,FP_F0-Saturday-094700_B13_9,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
B52,FP_F0-Saturday-094800_B26_207,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B54,FP_F0-Saturday-094900_B26_227,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
B13,FP_F0-Saturday-095000_B13_15,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
Q58,FP_F0-Saturday-095000_Q58_831,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
Q54,FP_F0-Saturday-095000_Q58_867,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q58,FP_F0-Saturday-095000_Q58_868,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B26,FP_F0-Saturday-095100_B26_212,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B26,FP_F0-Saturday-095100_B26_217,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B54,FP_F0-Saturday-095100_B52_311,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
B20,FP_F0-Saturday-095200_B20_105,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
Q55,FP_F0-Saturday-095200_Q55_507,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
Q58,FP_F0-Saturday-095300_Q58_836,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
B52,FP_F0-Saturday-095500_B26_225,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
Q58,FP_F0-Saturday-095500_Q58_843,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B20,FP_F0-Saturday-095700_B13_16,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
B52,FP_F0-Saturday-095700_B52_316,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
Q55,FP_F0-Saturday-095700_Q55_508,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
Q54,FP_F0-Saturday-095800_Q58_858,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B26,FP_F0-Saturday-096000_B26_214,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B26,FP_F0-Saturday-096000_B26_220,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
Q58,FP_F0-Saturday-096000_Q58_839,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
Q58,FP_F0-Saturday-096000_Q58_845,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B54,FP_F0-Saturday-096100_B54_407,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
B7,FP_F0-Saturday-096200_B7_611,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
B54,FP_F0-Saturday-096300_B26_229,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
B52,FP_F0-Saturday-096300_B52_313,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
Q58,FP_F0-Saturday-096300_Q58_838,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q55,FP_F0-Saturday-096400_Q55_511,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
B52,FP_F0-Saturday-096500_B52_317,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B7,FP_F0-Saturday-096500_B7_606,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
Q58,FP_F0-Saturday-096500_Q58_844,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
Q54,FP_F0-Saturday-096500_Q58_869,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
B13,FP_F0-Saturday-096700_B13_11,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
B20,FP_F0-Saturday-096700_B20_107,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
B26,FP_F0-Saturday-096800_B26_218,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B26,FP_F0-Saturday-096800_B26_223,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
Q55,FP_F0-Saturday-096900_B26_213,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B13,FP_F0-Saturday-097000_B13_13,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
Q58,FP_F0-Saturday-097000_Q58_846,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
Q58,FP_F0-Saturday-097000_Q58_853,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B20,FP_F0-Saturday-097200_B20_111,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
B52,FP_F0-Saturday-097200_B52_326,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B54,FP_F0-Saturday-097300_B54_405,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
Q54,FP_F0-Saturday-097300_Q54_713,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
Q58,FP_F0-Saturday-097300_Q58_854,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
B52,FP_F0-Saturday-097400_B52_318,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B54,FP_F0-Saturday-097500_B26_209,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q58,FP_F0-Saturday-097500_Q58_830,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
Q55,FP_F0-Saturday-097600_B54_406,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
B26,FP_F0-Saturday-097700_B26_224,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B26,FP_F0-Saturday-097700_B52_327,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B52,FP_F0-Saturday-098000_B52_314,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
Q58,FP_F0-Saturday-098000_Q58_832,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
Q58,FP_F0-Saturday-098000_Q58_852,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
Q54,FP_F0-Saturday-098000_Q58_870,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q55,FP_F0-Saturday-098100_Q55_512,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B52,FP_F0-Saturday-098200_B52_321,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B7,FP_F0-Saturday-098200_B7_608,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
B20,FP_F0-Saturday-098200_Q55_514,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
Q58,FP_F0-Saturday-098300_Q58_871,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
B26,FP_F0-Saturday-098500_B26_208,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B26,FP_F0-Saturday-098500_B26_230,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B7,FP_F0-Saturday-098500_B7_607,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
B54,FP_F0-Saturday-098500_Q55_510,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
Q58,FP_F0-Saturday-098500_Q58_862,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B13,FP_F0-Saturday-098600_B13_8,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
B54,FP_F0-Saturday-098700_B26_210,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q55,FP_F0-Saturday-098800_Q55_509,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
Q54,FP_F0-Saturday-098800_Q58_861,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B52,FP_F0-Saturday-098900_B52_320,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B13,FP_F0-Saturday-099000_B13_14,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
B20,FP_F0-Saturday-099000_B20_109,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
Q58,FP_F0-Saturday-099000_Q58_856,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
Q58,FP_F0-Saturday-099000_Q58_864,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B52,FP_F0-Saturday-099100_B20_106,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
Q55,FP_F0-Saturday-099300_Q55_507,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
Q58,FP_F0-Saturday-099300_Q58_855,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
B26,FP_F0-Saturday-099400_B26_215,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B26,FP_F0-Saturday-099400_B26_216,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
Q54,FP_F0-Saturday-099500_Q58_841,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q58,FP_F0-Saturday-099500_Q58_847,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B54,FP_F0-Saturday-099700_B26_219,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
B52,FP_F0-Saturday-099700_B52_315,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B20,FP_F0-Saturday-099700_B52_323,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
Q58,FP_F0-Saturday-099800_Q58_848,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B54,FP_F0-Saturday-099900_B26_227,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
B52,FP_F0-Saturday-099900_B52_312,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
Q55,FP_F0-Saturday-100000_Q55_508,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
Q58,FP_F0-Saturday-100000_Q58_872,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B26,FP_F0-Saturday-100200_B26_228,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B26,FP_F0-Saturday-100200_B52_322,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B7,FP_F0-Saturday-100200_B7_609,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
Q58,FP_F0-Saturday-100300_Q58_840,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q54,FP_F0-Saturday-100300_Q58_863,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
Q58,FP_F0-Saturday-100500_Q54_716,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
Q55,FP_F0-Saturday-100500_Q55_511,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B7,FP_F0-Saturday-100500_Q58_833,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
B13,FP_F0-Saturday-100600_B13_12,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
B52,FP_F0-Saturday-100600_B20_108,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
Q58,FP_F0-Saturday-100600_Q58_849,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B52,FP_F0-Saturday-100800_B52_324,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B13,FP_F0-Saturday-101000_B13_17,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
B54,FP_F0-Saturday-101000_B26_229,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
B20,FP_F0-Saturday-101000_B52_328,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
Q54,FP_F0-Saturday-101000_Q54_717,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q58,FP_F0-Saturday-101000_Q58_859,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B26,FP_F0-Saturday-101100_B26_221,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B26,FP_F0-Saturday-101100_B26_231,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B54,FP_F0-Saturday-101100_B54_407,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q55,FP_F0-Saturday-101200_B26_213,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
B20,FP_F0-Saturday-101200_B52_325,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
Q58,FP_F0-Saturday-101300_Q58_842,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
B52,FP_F0-Saturday-101400_B52_316,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
Q58,FP_F0-Saturday-101400_Q58_835,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
Q58,FP_F0-Saturday-101500_Q58_834,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B52,FP_F0-Saturday-101600_B26_225,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
Q55,FP_F0-Saturday-101700_B54_406,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
Q54,FP_F0-Saturday-101800_Q58_865,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B26,FP_F0-Saturday-101900_B26_212,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B26,FP_F0-Saturday-101900_B26_217,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
Q58,FP_F0-Saturday-102000_Q58_860,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B7,FP_F0-Saturday-102200_B7_606,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
Q58,FP_F0-Saturday-102200_Q58_850,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B52,FP_F0-Saturday-102300_B52_319,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B54,FP_F0-Saturday-102300_B54_405,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q58,FP_F0-Saturday-102300_Q58_873,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q55,FP_F0-Saturday-102400_Q55_512,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
B52,FP_F0-Saturday-102500_B52_313,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B54,FP_F0-Saturday-102500_B54_408,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
B7,FP_F0-Saturday-102500_B7_611,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
Q54,FP_F0-Saturday-102500_Q54_710,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q58,FP_F0-Saturday-102500_Q58_851,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B13,FP_F0-Saturday-102600_B13_15,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
B20,FP_F0-Saturday-102700_B13_16,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
B26,FP_F0-Saturday-102800_B26_214,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B26,FP_F0-Saturday-102800_B26_220,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
Q55,FP_F0-Saturday-102900_Q55_509,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B13,FP_F0-Saturday-103000_B13_9,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
B20,FP_F0-Saturday-103000_B20_107,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
Q58,FP_F0-Saturday-103000_Q58_837,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
Q58,FP_F0-Saturday-103000_Q58_843,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B52,FP_F0-Saturday-103100_B26_222,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B52,FP_F0-Saturday-103300_B52_326,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
Q54,FP_F0-Saturday-103300_Q58_866,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B54,FP_F0-Saturday-103500_Q55_510,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q58,FP_F0-Saturday-103500_Q58_836,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
Q58,FP_F0-Saturday-103500_Q58_874,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
B26,FP_F0-Saturday-103600_B26_218,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
Q55,FP_F0-Saturday-103600_Q55_513,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
B26,FP_F0-Saturday-103800_B26_226,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
Q58,FP_F0-Saturday-103800_Q58_868,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B52,FP_F0-Saturday-104000_B52_321,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B54,FP_F0-Saturday-104000_B54_409,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
Q54,FP_F0-Saturday-104000_Q54_712,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q58,FP_F0-Saturday-104000_Q58_844,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
Q55,FP_F0-Saturday-104100_Q55_508,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B20,FP_F0-Saturday-104200_B20_111,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
B52,FP_F0-Saturday-104200_B52_314,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B7,FP_F0-Saturday-104200_B7_607,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
B26,FP_F0-Saturday-104500_B52_327,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
Q58,FP_F0-Saturday-104500_Q58_838,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B13,FP_F0-Saturday-104600_B13_13,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
Q58,FP_F0-Saturday-104600_Q58_839,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B54,FP_F0-Saturday-104700_B26_219,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
B26,FP_F0-Saturday-104800_B26_232,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
Q55,FP_F0-Saturday-104800_Q55_511,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
Q58,FP_F0-Saturday-104800_Q58_845,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q54,FP_F0-Saturday-104800_Q58_867,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B20,FP_F0-Saturday-105000_B13_10,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
B13,FP_F0-Saturday-105000_B13_18,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
B52,FP_F0-Saturday-105000_B20_110,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B52,FP_F0-Saturday-105000_B52_320,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B7,FP_F0-Saturday-105000_B7_612,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
Q58,FP_F0-Saturday-105000_Q58_875,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
Q55,FP_F0-Saturday-105300_B26_213,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B26,FP_F0-Saturday-105300_B26_230,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
Q58,FP_F0-Saturday-105400_Q58_854,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B54,FP_F0-Saturday-105500_B54_407,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
Q54,FP_F0-Saturday-105500_Q54_713,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q58,FP_F0-Saturday-105500_Q58_853,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B26,FP_F0-Saturday-105800_B26_233,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B52,FP_F0-Saturday-105900_B52_315,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B20,FP_F0-Saturday-106000_B20_109,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
B52,FP_F0-Saturday-106000_B20_112,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B54,FP_F0-Saturday-106000_B26_229,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q55,FP_F0-Saturday-106000_Q55_515,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
Q58,FP_F0-Saturday-106000_Q58_846,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
B26,FP_F0-Saturday-106200_B26_215,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B7,FP_F0-Saturday-106200_Q58_833,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
Q58,FP_F0-Saturday-106300_Q58_862,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q54,FP_F0-Saturday-106300_Q58_869,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
Q58,FP_F0-Saturday-106300_Q58_871,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
Q55,FP_F0-Saturday-106500_Q55_512,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
Q58,FP_F0-Saturday-106500_Q58_852,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B13,FP_F0-Saturday-106600_B13_14,FP_F0-Saturday,WYCKOFF HTS HOSP WYCKOFF AV DEKALB AV,0,B130168
B52,FP_F0-Saturday-106700_B20_108,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
B26,FP_F0-Saturday-106800_B52_322,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
B20,FP_F0-Saturday-107000_B13_19,FP_F0-Saturday,SPRING CREEK STANLEY AV POSTAL FAC,1,B200104
B26,FP_F0-Saturday-107000_B26_228,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B52,FP_F0-Saturday-107000_B52_324,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B54,FP_F0-Saturday-107000_B54_410,FP_F0-Saturday,DOWNTOWN BKLYN JAY ST via MYRTLE,1,B540080
Q54,FP_F0-Saturday-107000_Q54_711,FP_F0-Saturday,JAMAICA 170 ST,0,Q540229
Q55,FP_F0-Saturday-107200_Q55_509,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
Q58,FP_F0-Saturday-107200_Q58_847,FP_F0-Saturday,FLUSHING MAIN ST,0,Q580516
Q58,FP_F0-Saturday-107200_Q58_855,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B54,FP_F0-Saturday-107500_B54_408,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,0,B540082
Q58,FP_F0-Saturday-107500_Q58_840,FP_F0-Saturday,LIMITED RIDGEWOOD TERM,1,Q580514
B52,FP_F0-Saturday-107600_B52_316,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
Q55,FP_F0-Saturday-107700_Q55_513,FP_F0-Saturday,RIDGEWOOD TERM via MYRTLE,1,Q550337
B26,FP_F0-Saturday-107800_B26_221,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via HALSEY,1,B260152
Q58,FP_F0-Saturday-107800_Q58_864,FP_F0-Saturday,LIMITED FLUSHING MAIN ST,0,Q580515
Q54,FP_F0-Saturday-107800_Q58_870,FP_F0-Saturday,WILLAMSBURG BRIDGE PLZ,1,Q540238
B26,FP_F0-Saturday-107900_B26_231,FP_F0-Saturday,RIDGEWOOD TERM via HALSEY,0,B260001
B13,FP_F0-Saturday-108000_B13_20,FP_F0-Saturday,SPRING CREEK GATEWAY MALL,1,B130167
B52,FP_F0-Saturday-108000_B52_317,FP_F0-Saturday,DOWNTOWN BKLYN TILLARY ST via GATES,1,B520054
B20,FP_F0-Saturday-108000_B52_328,FP_F0-Saturday,RIDGEWOOD FOREST AV,0,B200103
B7,FP_F0-Saturday-108000_Q54_715,FP_F0-Saturday,MIDWOOD CONEY ISLAND AV via KINGS HWY,1,B70065
Q58,FP_F0-Saturday-108100_Q58_856,FP_F0-Saturday,RIDGEWOOD TERM,1,Q580522
B7,FP_F0-Saturday-108200_B7_611,FP_F0-Saturday,BED-STUY BWAY-HALSEY via KINGS HWY,0,B70001
Q55,FP_F0-Saturday-108400_B52_318,FP_F0-Saturday,RICHMOND HILL JAMAICA AV via MYRTLE,0,Q550338
B52,FP_F0-Saturday-108400_B52_319,FP_F0-Saturday,RIDGEWOOD TERM via GATES,0,B520001
